,단어,빈도
13967,응분의,1
13968,응수한,1
13969,응수했다,1
13970,응수했었다,1
13971,응시할,3
13972,응시해,2
13973,응원과,1
13974,응원하는,2
13975,응원했습니다,2
13976,응징,1
13977,응하는,1
13978,응할지는,1
13979,의거해,1
13980,의견,7
13981,의견과,2
13982,의견도,5
13983,의견들,1
13984,의견들을,1
13985,의견들이,1
13986,의견서를,2
13987,의견에,3
13988,의견으로,2
13989,의견은,1
13990,의견을,31
13991,의견의,1
13992,의견이,14
13993,의견이신,1
13994,의결,1
13995,의결을,2
13996,의결했다,1
13997,의과대학,1
13998,의과학연구소,1
13999,의구심,2
14000,의구심이,2
14001,의논하고,1
14002,의대,1
14003,의도가,8
14004,의도도,1
14005,의도라,1
14006,의도로,2
14007,의도를,4
14008,의도인,1
14009,의도적으로,1
14010,의도적인,1
14011,의도하지,1
14012,의도한,1
14013,의뢰로,1
14014,의뢰해,1
14015,의료계,1
14016,의료계는,1
14017,의료기관이,1
14018,의료기기,1
14019,의료와,1
14020,의료체계에서,1
14021,의리를,1
14022,의무가,5
14023,의무를,1
14024,의무인데,1
14025,의문부호가,1
14026,의문스러울,1
14027,의문을,1
14028,의문이,11
14029,의문이에요,1
14030,의문점이,1
14031,의미,5
14032,의미가,5
14033,의미냐면,1
14034,의미는,1
14035,의미다,2
14036,의미로,4
14037,의미를,3
14038,의미보다,1
14039,의미에서,2
14040,의미에서는,1
14041,의미여서,2
14042,의미의,1
14043,의미하는,3
14044,의미하지는,1
14045,의미한다,2
14046,의미한다고,2
14047,의미한다는,1
14048,의사,5
14049,의사가,3
14050,의사결정,2
14051,의사결정이,1
14052,의사는,1
14053,의사대로,1
14054,의사도,1
14055,의사를,5
14056,의사와,1
14057,의사의,2
14058,의사표시,1
14059,의석,2
14060,의석수를,1
14061,의석으로,1
14062,의성군의원과,1
14063,의식,1
14064,의식에,1
14065,의식하지,1
14066,의식한,1
14067,의심,1
14068,의심되는,2
14069,의심된다,3
14070,의심받는,1
14071,의심을,3
14072,의심이,1
14073,의아하고,1
14074,의아한,1
14075,의아했습니다,1
14076,의왕,4
14077,의왕내륙물류기지,1
14078,의왕시,2
14079,의용군,1
14080,의용군으로,1
14081,의용군을,1
14082,의용군이,2
14083,의원,134
14084,의원같이,1
14085,의원과,26
14086,의원과의,3
14087,의원까지,2
14088,의원님,12
14089,의원님과의,1
14090,의원님께,3
14091,의원님들,7
14092,의원님의,5
14093,의원도,22
14094,의원들,8
14095,의원들과,2
14096,의원들도,4
14097,의원들로,1
14098,의원들뿐,1
14099,의원들에,1
14100,의원들에게,5
14101,의원들은,4
14102,의원들을,5
14103,의원들의,6
14104,의원들이,12
14105,의원들이나,5
14106,의원들이라든가,1
14107,의원들한테,1
14108,의원만,2
14109,의원모임,3
14110,의원실도,2
14111,의원실로,1
14112,의원실에,3
14113,의원실은,2
14114,의원실의,1
14115,의원실이,1
14116,의원에,8
14117,의원에게,11
14118,의원에게도,1
14119,의원으로,3
14120,의원으로부터,1
14121,의원으로서,1
14122,의원으로서는,1
14123,의원으로서만,1
14124,의원은,133
14125,의원을,48
14126,의원의,62
14127,의원이,109
14128,의원이고요,2
14129,의원이나,2
14130,의원이다,1
14131,의원이라고,1
14132,의원이라든가,1
14133,의원이라든지,4
14134,의원이었습니다,1
14135,의원이잖아요,1
14136,의원인,1
14137,의원인데,1
14138,의원입니다,1
14139,의원처럼,1
14140,의원총회,5
14141,의원총회를,2
14142,의원총회에서,4
14143,의원하고도,1
14144,의원한테,3
14145,의원회관,3
14146,의원회관에서,1
14147,의의가,1
14148,의장,2
14149,의장과,1
14150,의장단,4
14151,의장단과,1
14152,의장단을,1
14153,의장에,1
14154,의장은,1
14155,의장을,1
14156,의장의,1
14157,의장이,2
14158,의전원,2
14159,의전입니다,1
14160,의정,1
14161,의제,2
14162,의제가,1
14163,의제도,1
14164,의제라는,1
14165,의제로,1
14166,의제를,2
14167,의제에,2
14168,의중으로,1
14169,의중을,1
14170,의중이,1
14171,의지가,4
14172,의지도,1
14173,의지로,1
14174,의지를,7
14175,의지와,1
14176,의지의,1
14177,의지하고,1
14178,의진자,2
14179,의진자는,1
14180,의하면,3
14181,의학전문대학원,3
14182,의한,1
14183,의혹,22
14184,의혹과,7
14185,의혹까지,2
14186,의혹도,4
14187,의혹들,1
14188,의혹들을,1
14189,의혹들이,2
14190,의혹보다는,1
14191,의혹에,3
14192,의혹으로,1
14193,의혹으로부터,1
14194,의혹은,4
14195,의혹을,10
14196,의혹의,1
14197,의혹이,14
14198,의혹이나,1
14199,의혹투성이인,1
14200,의회,2
14201,의회가,1
14202,이가,1
14203,이강윤,16
14204,이같은,3
14205,이같이,28
14206,이거,18
14207,이거겠죠,1
14208,이거는,12
14209,이거랑,1
14210,이거를,3
14211,이거야말로,1
14212,이거예요,3
14213,이거입니다,1
14214,이건,47
14215,이건규,4
14216,이걸,37
14217,이겁니다,3
14218,이것과,3
14219,이것까지는,1
14220,이것도,9
14221,이것마저,3
14222,이것보다,1
14223,이것에,2
14224,이것은,15
14225,이것을,17
14226,이것이,28
14227,이게,75
14228,이겨나가느냐,1
14229,이견을,1
14230,이견이,6
14231,이겼고,1
14232,이겼기,3
14233,이겼다는,1
14234,이겼으니까요,1
14235,이겼으면,1
14236,이겼을,2
14237,이경국,2
14238,이경국입니다,1
14239,이곳을,1
14240,이교준,1
14241,이균진,3
14242,이기고,3
14243,이기는,2
14244,이기민,3
14245,이기식,3
14246,이긴,4
14247,이길,3
14248,이끄는,1
14249,이끌면서,2
14250,이끌어,1
14251,이끌어내고,1
14252,이끌어왔습니다,1
14253,이끌었기,1
14254,이끌었다고,1
14255,이끌었다면,1
14256,이끌었던,2
14257,이낙연,16
14258,이낙연계,2
14259,이낙연계로,1
14260,이낙연과,2
14261,이낙연이,2
14262,이날까지,4
14263,이날부터,1
14264,이날처럼,1
14265,이내,5
14266,이내로,3
14267,이내에,2
14268,이냐,1
14269,이너서클,1
14270,이너서클이,1
14271,이념이,1
14272,이노공,1
14273,이는,11
14274,이니,1
14275,이다,3
14276,이다음에,1
14277,이달,7
14278,이달말,1
14279,이달에,1
14280,이대남,1
14281,이대녀,1
14282,이대로,1
14283,이데일리,26
14284,이동준,3
14285,이동하고,1
14286,이동한,1
14287,이동환,2
14288,이득을,2
14289,이득이에요,1
14290,이들,1
14291,이들은,4
14292,이들의,4
14293,이들이,2
14294,이따,1
14295,이따가,1
14296,이라,2
14297,이라며,74
14298,이라면서,2
14299,이라면서도,3
14300,이란,13
14301,이란은,2
14302,이란이,1
14303,이란핵합의,1
14304,이래로,1
14305,이래버리면,1
14306,이래서,1
14307,이래야,1
14308,이러고,1
14309,이러는데,1
14310,이러다,3
14311,이러다가는,1
14312,이러더라도,1
14313,이러면,4
14314,이러면서,3
14315,이러이러한,1
14316,이런저런,1
14317,이럴,6
14318,이렇거,1
14319,이렇게,217
14320,이렇게까지,3
14321,이렇게까지는,1
14322,이렇게도,1
14323,이렇다,1
14324,이렇다라는,1
14325,이렇습니다,1
14326,이력에,6
14327,이력을,4
14328,이력제도를,1
14329,이례적인,1
14330,이로써,2
14331,이론을,1
14332,이루고,4
14333,이루기는,1
14334,이루기를,1
14335,이루길,1
14336,이루어내지,1
14337,이루어졌습니다,1
14338,이루어지면,1
14339,이루어지지,1
14340,이루어진,1
14341,이루어질,4
14342,이룰,1
14343,이뤄낸,1
14344,이뤄낼,1
14345,이뤄냈다,1
14346,이뤄져서,1
14347,이뤄져야,1
14348,이뤄졌고요,1
14349,이뤄졌다,3
14350,이뤄졌다는,1
14351,이뤄졌습니다,3
14352,이뤄졌을,1
14353,이뤄지겠죠,1
14354,이뤄지고,1
14355,이뤄지는,1
14356,이뤄지면,1
14357,이뤄지면서,1
14358,이뤄지면서다,1
14359,이뤄지지,4
14360,이뤄진,4
14361,이뤄진다,1
14362,이뤄질,1
14363,이뤘는데,1
14364,이륜차와,1
14365,이르게,2
14366,이르는,1
14367,이르렀거든요,1
14368,이르렀습니다,1
14369,이르면,9
14370,이르지,1
14371,이른,3
14372,이른바,40
14373,이를테면,5
14374,이름,7
14375,이름들이,1
14376,이름에,3
14377,이름으로,10
14378,이름은,5
14379,이름을,28
14380,이름이,23
14381,이름이라고,1
14382,이름짓고,1
14383,이름하고,1
14384,이말씀을,1
14385,이메일,2
14386,이면에,1
14387,이면을,2
14388,이명박,6
14389,이명박한테,1
14390,이모씨는,1
14391,이모씨의,2
14392,이목을,1
14393,이목이,2
14394,이문희,16
14395,이미,36
14396,이미지로만,1
14397,이미지를,3
14398,이미지적,1
14399,이미지출처,1
14400,이민영,1
14401,이밖에,1
14402,이반이나,1
14403,이밝음,1
14404,이번까지는,1
14405,이번에,19
14406,이번에는,7
14407,이번에도,9
14408,이번엔,1
14409,이번이,3
14410,이벤트라는,1
14411,이병,3
14412,이보다,2
14413,이보배,1
14414,이복현,1
14415,이분,1
14416,이분도,2
14417,이분들,1
14418,이분들도,4
14419,이분들만의,1
14420,이분들에,2
14421,이분들을,1
14422,이분들의,1
14423,이분들이,4
14424,이분은,2
14425,이분을,5
14426,이분이,3
14427,이비대위에,1
14428,이사,2
14429,이사국에,1
14430,이사국으로,2
14431,이사들은,3
14432,이사들의,1
14433,이사장,1
14434,이사회,3
14435,이사회는,1
14436,이상과,2
14437,이상래,1
14438,이상민,13
14439,이상민행안부,1
14440,이상에는,1
14441,이상에선,1
14442,이상으로,2
14443,이상은,1
14444,이상을,6
14445,이상의,6
14446,이상하게,1
14447,이상하다고,1
14448,이상한,2
14449,이상했다며,1
14450,이선영,2
14451,이성적으로,1
14452,이성택,1
14453,이성헌,2
14454,이성훈,1
14455,이세은,1
14456,이송되지,1
14457,이수,1
14458,이수진,7
14459,이수할,1
14460,이순신,1
14461,이슈,5
14462,이슈가,4
14463,이슈는,1
14464,이슈로,1
14465,이슈를,1
14466,이슈와,1
14467,이스칸데르,2
14468,이시은,1
14469,이씨,3
14470,이씨가,1
14471,이씨를,1
14472,이씨의,1
14473,이야기는,1
14474,이야기도,3
14475,이야기들이,1
14476,이야기라고,1
14477,이야기부터,1
14478,이야기였다고,3
14479,이야기하고,4
14480,이야기하는,7
14481,이야기하는지,1
14482,이야기하든,1
14483,이야기하면,2
14484,이야기한,4
14485,이야기한다는,1
14486,이야기할,4
14487,이야기했는데,1
14488,이야기했어야지,1
14489,이야기했을,1
14490,이양수,1
14491,이양희,1
14492,이어,90
14493,이어가겠습니다,1
14494,이어가고,5
14495,이어가는,1
14496,이어가면서,1
14497,이어간다는,1
14498,이어갈,1
14499,이어갔다,1
14500,이어달리기,1
14501,이어오는,1
14502,이어왔다,1
14503,이어졌다,3
14504,이어졌습니다,1
14505,이어지고,10
14506,이어지기,1
14507,이어지는,1
14508,이어지니까,1
14509,이어지자,2
14510,이어진,2
14511,이어질,7
14512,이어짐,1
14513,이어짐이었는데,1
14514,이어집니다,2
14515,이언,1
14516,이었다고,2
14517,이에,64
14518,이예람,11
14519,이와,25
14520,이외에,2
14521,이외의,1
14522,이용돼서는,1
14523,이용돼선,6
14524,이용되어서는,3
14525,이용되어선,1
14526,이용수,6
14527,이용우,1
14528,이용하는,4
14529,이용하더니만,1
14530,이용한,1
14531,이용해,1
14532,이용호,5
14533,이웃,1
14534,이원욱,17
14535,이유가,12
14536,이유는,12
14537,이유도,3
14538,이유로,13
14539,이유로는,1
14540,이유를,4
14541,이유서를,1
14542,이유에,2
14543,이유에서다,2
14544,이유여하를,1
14545,이유와,1
14546,이유진,1
14547,이율배반적이라는,1
14548,이윱니다,1
14549,이은,2
14550,이의를,1
14551,이의제기를,1
14552,이익,2
14553,이익을,5
14554,이익의,1
14555,이인영,1
14556,이인제,1
14557,이자를,1
14558,이장희,1
14559,이재경,1
14560,이재명,124
14561,이재명계로,1
14562,이재명계에서는,2
14563,이재명은,1
14564,이재명을,2
14565,이재명의,1
14566,이재명처럼,2
14567,이재식,2
14568,이재오,5
14569,이재우,1
14570,이전,8
14571,이전과,1
14572,이전부터,1
14573,이전에,4
14574,이전에는,1
14575,이전을,1
14576,이전이,1
14577,이전이냐,1
14578,이전하기,1
14579,이전한,2
14580,이정표가,1
14581,이정현,2
14582,이제는,14
14583,이제부터는,2
14584,이제쯤은,1
14585,이종근,28
14586,이종석,1
14587,이종섭,14
14588,이종영,1
14589,이종호,1
14590,이종훈,22
14591,이주완,3
14592,이주완씨는,1
14593,이주완씨와,1
14594,이준서,1
14595,이준석,172
14596,이준석의,1
14597,이준석이,1
14598,이준흠,1
14599,이준흠입니다,1
14600,이중,2
14601,이즈모를,2
14602,이지율,1
14603,이진복,2
14604,이쯤,2
14605,이참에,2
14606,이창환,1
14607,이채원,1
14608,이철규,5
14609,이철우,1
14610,이코노미스트로,1
14611,이탈,1
14612,이탈을,2
14613,이탈해서,1
14614,이태승,1
14615,이태원로,27
14616,이태희,1
14617,이토록,1
14618,이틀,2
14619,이틀만에,2
14620,이하린,1
14621,이하영,1
14622,이하일,1
14623,이학영,1
14624,이합집산,1
14625,이합집산이,1
14626,이해,1
14627,이해가,9
14628,이해관계,1
14629,이해관계가,3
14630,이해관계를,3
14631,이해관계자,1
14632,이해관계자간,1
14633,이해도를,1
14634,이해를,2
14635,이해와,1
14636,이해의,1
14637,이해준,1
14638,이해충돌과,1
14639,이해하는,1
14640,이해하려고,1
14641,이해한다,2
14642,이행,2
14643,이행과,1
14644,이행률은,1
14645,이행하고,1
14646,이행하도록,1
14647,이행하지,1
14648,이행할,2
14649,이현미,1
14650,이호승,1
14651,이혼,7
14652,이혼당한다,9
14653,이혼당합니까,1
14654,이혼당합니다,2
14655,이회창,5
14656,이회창과,1
14657,이회창의,1
14658,이후까지,1
14659,이후라,1
14660,이후로,1
14661,이후를,1
14662,이후에,14
14663,이후에는,2
14664,이후에도,1
14665,이후엔,1
14666,이후인,2
14667,이휘경,1
14668,이휘경기자,1
14669,이희성,4
14670,이희호,3
14671,익산시,1
14672,익스큐즈를,1
14673,인,14
14674,인간적인,1
14675,인구,1
14676,인구의,1
14677,인권,1
14678,인권변호사로서,1
14679,인근,7
14680,인근에,1
14681,인근에서,1
14682,인근의,2
14683,인기가,1
14684,인기투표는,1
14685,인기투표의,1
14686,인내하는,1
14687,인내하면서,1
14688,인데,2
14689,인데요,1
14690,인도,8
14691,인도가,1
14692,인도의,1
14693,인력,2
